village,district,village_code,unit,nearest_rail_station,dist_rail_station_km,nearest_icd,dist_icd_km,nearest_port,dist_port_km,nearest_air_cargo,dist_air_cargo_km,nearest_icp,dist_icp_km
Annavaram,Anakapalli,586212,village,ANAKAPALLE,16.05,ICD Raipur,396.39,Visakhapatnam Port,32.19,Visakhapatnam International Airport (VTZ),31.09,Petrapole ICP,830.69
Lingabhupala Puram Agraharam,Anakapalli,586236,village,BAYYAVARAM,20.14,ICD Raipur,393.23,Visakhapatnam Port,40.59,Visakhapatnam International Airport (VTZ),39.86,Petrapole ICP,837.27
Lopudi,Anakapalli,586235,village,BAYYAVARAM,20.53,ICD Raipur,392.94,Visakhapatnam Port,41.83,Visakhapatnam International Airport (VTZ),41.16,Petrapole ICP,838.41
Juttada,Anakapalli,586211,village,ANAKAPALLE,15.28,ICD Raipur,397.15,Visakhapatnam Port,30.77,Visakhapatnam International Airport (VTZ),29.63,Petrapole ICP,829.84
Neelampeta,Anakapalli,585928,village,Lakkavarapukota,24.77,ICD Raipur,384.31,Visakhapatnam Port,41.33,Visakhapatnam International Airport (VTZ),39.4,Petrapole ICP,824.33
Alamanda,Anakapalli,585989,village,Lakkavarapukota,17.99,ICD Raipur,387.37,Visakhapatnam Port,35.71,Visakhapatnam International Airport (VTZ),33.36,Petrapole ICP,819.11
Donivanilakshmipuram,Anakapalli,586444,village,GULLIPADU,8.87,ICD Raipur,439.73,Visakhapatnam Port,69.76,Visakhapatnam International Airport (VTZ),72.41,Petrapole ICP,890.37
Mangavaram,Anakapalli,586461,village,TUNI,5.12,ICD Hyderabad (Sanathnagar),432.02,Visakhapatnam Port,75.85,Visakhapatnam International Airport (VTZ),78.3,Petrapole ICP,895.03
Aratla Kota,Anakapalli,586462,village,TUNI,3.3,ICD Hyderabad (Sanathnagar),430.4,Visakhapatnam Port,76.71,Visakhapatnam International Airport (VTZ),79.09,Petrapole ICP,895.37
Gopalapatnam,Anakapalli,586459,village,GULLIPADU,7.82,ICD Hyderabad (Sanathnagar),434.86,Visakhapatnam Port,73.66,Visakhapatnam International Airport (VTZ),76.19,Petrapole ICP,893.41
Guntapalle,Anakapalli,586458,village,GULLIPADU,6.15,ICD Hyderabad (Sanathnagar),433.75,Visakhapatnam Port,73.46,Visakhapatnam International Airport (VTZ),75.89,Petrapole ICP,892.57
Chandanada,Anakapalli,586450,village,GULLIPADU,9.39,ICD Raipur,438.17,Visakhapatnam Port,64.59,Visakhapatnam International Airport (VTZ),67.25,Petrapole ICP,885.34
Namavaram,Anakapalli,586457,village,TUNI,5.0,ICD Hyderabad (Sanathnagar),432.11,Visakhapatnam Port,74.65,Visakhapatnam International Airport (VTZ),77.03,Petrapole ICP,893.37
Payakaraopeta (CT),Anakapalli,586474,village,TUNI,1.83,ICD Hyderabad (Sanathnagar),428.78,Visakhapatnam Port,77.43,Visakhapatnam International Airport (VTZ),79.73,Petrapole ICP,895.45
Nallamattipalem,Anakapalli,586451,village,NARSIPATNAM RD,9.14,ICD Raipur,437.24,Visakhapatnam Port,63.17,Visakhapatnam International Airport (VTZ),65.81,Petrapole ICP,883.85
Buchirajupeta,Anakapalli,586452,village,NARSIPATNAM RD,9.13,ICD Raipur,437.61,Visakhapatnam Port,62.15,Visakhapatnam International Airport (VTZ),64.83,Petrapole ICP,883.01
Rajayyapeta,Anakapalli,586453,village,NARSIPATNAM RD,9.54,ICD Raipur,438.26,Visakhapatnam Port,60.91,Visakhapatnam International Airport (VTZ),63.64,Petrapole ICP,882.02
Nellipudi,Anakapalli,586442,village,GULLIPADU,5.91,ICD Raipur,436.69,Visakhapatnam Port,68.57,Visakhapatnam International Airport (VTZ),71.11,Petrapole ICP,888.57
Pedateenarla,Anakapalli,586454,village,NARSIPATNAM RD,8.93,ICD Raipur,437.51,Visakhapatnam Port,58.41,Visakhapatnam International Airport (VTZ),61.14,Petrapole ICP,879.58
Padalavani Laxmipuram,Anakapalli,586456,village,TUNI,4.01,ICD Hyderabad (Sanathnagar),430.61,Visakhapatnam Port,75.25,Visakhapatnam International Airport (VTZ),77.55,Petrapole ICP,893.33
N.Narasapuram,Anakapalli,586449,village,NARSIPATNAM RD,7.83,ICD Raipur,435.58,Visakhapatnam Port,63.1,Visakhapatnam International Airport (VTZ),65.67,Petrapole ICP,883.39
Edatam,Anakapalli,586466,village,HAMSAVARAM,7.78,ICD Hyderabad (Sanathnagar),427.89,Visakhapatnam Port,84.12,Visakhapatnam International Airport (VTZ),86.73,Petrapole ICP,904.22
Kandipudi,Anakapalli,586465,village,HAMSAVARAM,5.8,ICD Hyderabad (Sanathnagar),427.02,Visakhapatnam Port,83.09,Visakhapatnam International Airport (VTZ),85.6,Petrapole ICP,902.53
Kumarapuram,Anakapalli,586467,village,TUNI,9.13,ICD Hyderabad (Sanathnagar),430.73,Visakhapatnam Port,80.78,Visakhapatnam International Airport (VTZ),83.41,Petrapole ICP,901.02
Rajavaram,Anakapalli,586472,village,TUNI,9.45,ICD Hyderabad (Sanathnagar),433.7,Visakhapatnam Port,77.43,Visakhapatnam International Airport (VTZ),80.07,Petrapole ICP,897.84
Kesavaram,Anakapalli,586470,village,TUNI,8.71,ICD Hyderabad (Sanathnagar),432.32,Visakhapatnam Port,78.66,Visakhapatnam International Airport (VTZ),81.28,Petrapole ICP,898.9
Masahebpeta,Anakapalli,586471,village,TUNI,7.36,ICD Hyderabad (Sanathnagar),432.48,Visakhapatnam Port,77.4,Visakhapatnam International Airport (VTZ),79.97,Petrapole ICP,897.33
Srirampuram,Anakapalli,586469,village,TUNI,7.13,ICD Hyderabad (Sanathnagar),430.6,Visakhapatnam Port,79.63,Visakhapatnam International Airport (VTZ),82.19,Petrapole ICP,899.48
S.Narasapuram,Anakapalli,586468,village,TUNI,5.42,ICD Hyderabad (Sanathnagar),429.48,Visakhapatnam Port,79.8,Visakhapatnam International Airport (VTZ),82.3,Petrapole ICP,899.22
Palteru,Anakapalli,586464,village,TUNI,5.14,ICD Hyderabad (Sanathnagar),427.79,Visakhapatnam Port,81.33,Visakhapatnam International Airport (VTZ),83.81,Petrapole ICP,900.51
Satyavaram,Anakapalli,586460,village,TUNI,6.05,ICD Hyderabad (Sanathnagar),432.3,Visakhapatnam Port,76.48,Visakhapatnam International Airport (VTZ),78.98,Petrapole ICP,896.03
Pentakota,Anakapalli,586473,village,TUNI,9.45,ICD Hyderabad (Sanathnagar),435.39,Visakhapatnam Port,74.76,Visakhapatnam International Airport (VTZ),77.37,Petrapole ICP,895.05
Gunupudi,Anakapalli,586443,village,GULLIPADU,9.66,ICD Hyderabad (Sanathnagar),437.82,Visakhapatnam Port,72.33,Visakhapatnam International Airport (VTZ),74.97,Petrapole ICP,892.85
Uddandapuram,Anakapalli,586441,village,GULLIPADU,1.84,ICD Raipur,432.64,Visakhapatnam Port,68.1,Visakhapatnam International Airport (VTZ),70.47,Petrapole ICP,887.0
Godicherla,Anakapalli,586438,village,GULLIPADU,2.66,ICD Raipur,432.73,Visakhapatnam Port,70.66,Visakhapatnam International Airport (VTZ),73.01,Petrapole ICP,889.28
Gudivada,Anakapalli,586494,village,NARSIPATNAM RD,9.0,ICD Raipur,436.48,Visakhapatnam Port,55.29,Visakhapatnam International Airport (VTZ),58.03,Petrapole ICP,876.52
Nayampudi,Anakapalli,586434,village,NARSIPATNAM RD,5.73,ICD Raipur,432.21,Visakhapatnam Port,62.91,Visakhapatnam International Airport (VTZ),65.33,Petrapole ICP,882.3
Chittibatla Agraharam,Anakapalli,586433,village,NARSIPATNAM RD,5.02,ICD Raipur,432.36,Visakhapatnam Port,61.9,Visakhapatnam International Airport (VTZ),64.33,Petrapole ICP,881.45
Upmaka Agraharam,Anakapalli,586447,village,NARSIPATNAM RD,5.07,ICD Raipur,433.64,Visakhapatnam Port,60.15,Visakhapatnam International Airport (VTZ),62.67,Petrapole ICP,880.25
Chukalavari Lakshmipuram,Anakapalli,586448,village,NARSIPATNAM RD,5.87,ICD Raipur,434.6,Visakhapatnam Port,58.73,Visakhapatnam International Airport (VTZ),61.32,Petrapole ICP,879.23
Gullipadu,Anakapalli,586437,village,GULLIPADU,1.11,ICD Raipur,430.43,Visakhapatnam Port,67.26,Visakhapatnam International Airport (VTZ),69.54,Petrapole ICP,885.56
Nakkapalle,Anakapalli,586455,village,NARSIPATNAM RD,4.1,ICD Raipur,432.55,Visakhapatnam Port,60.03,Visakhapatnam International Airport (VTZ),62.5,Petrapole ICP,879.84
Chinadoddigallu,Anakapalli,586435,village,GULLIPADU,3.69,ICD Raipur,431.54,Visakhapatnam Port,64.94,Visakhapatnam International Airport (VTZ),67.29,Petrapole ICP,883.88
China Uppalam,Anakapalli,586496,village,REGUPALEM,11.13,ICD Raipur,436.17,Visakhapatnam Port,50.6,Visakhapatnam International Airport (VTZ),53.41,Petrapole ICP,872.15
G.Jagannadhapuram,Anakapalli,586426,village,GULLIPADU,1.48,ICD Raipur,429.5,Visakhapatnam Port,68.44,Visakhapatnam International Airport (VTZ),70.66,Petrapole ICP,886.27
Ramanayyapeta,Anakapalli,586436,village,GULLIPADU,2.22,ICD Raipur,429.3,Visakhapatnam Port,66.52,Visakhapatnam International Airport (VTZ),68.76,Petrapole ICP,884.53
Bodugallam,Anakapalli,586432,village,NARSIPATNAM RD,3.56,ICD Raipur,431.49,Visakhapatnam Port,60.5,Visakhapatnam International Airport (VTZ),62.91,Petrapole ICP,879.95
Donkada,Anakapalli,586425,village,GULLIPADU,2.68,ICD Raipur,429.37,Visakhapatnam Port,70.15,Visakhapatnam International Airport (VTZ),72.36,Petrapole ICP,887.71
Mukundarajupeta,Anakapalli,586427,village,GULLIPADU,2.32,ICD Raipur,428.9,Visakhapatnam Port,66.82,Visakhapatnam International Airport (VTZ),69.04,Petrapole ICP,884.65
Pedadoddigallu,Anakapalli,586431,village,NARSIPATNAM RD,3.89,ICD Raipur,430.01,Visakhapatnam Port,61.56,Visakhapatnam International Airport (VTZ),63.88,Petrapole ICP,880.42
Peda Uppalam,Anakapalli,586495,village,NARSIPATNAM RD,9.2,ICD Raipur,434.76,Visakhapatnam Port,52.48,Visakhapatnam International Airport (VTZ),55.18,Petrapole ICP,873.6
Lingarajupalem,Anakapalli,586489,village,REGUPALEM,6.93,ICD Raipur,431.97,Visakhapatnam Port,51.22,Visakhapatnam International Airport (VTZ),53.79,Petrapole ICP,871.8
Pettugollapalle,Anakapalli,586475,village,NARSIPATNAM RD,1.98,ICD Raipur,429.09,Visakhapatnam Port,59.68,Visakhapatnam International Airport (VTZ),61.98,Petrapole ICP,878.46
Koruprolu,Anakapalli,586493,village,NARSIPATNAM RD,5.5,ICD Raipur,432.87,Visakhapatnam Port,55.1,Visakhapatnam International Airport (VTZ),57.66,Petrapole ICP,875.53
Thimmapuram,Anakapalli,586492,village,NARSIPATNAM RD,3.44,ICD Raipur,431.47,Visakhapatnam Port,56.24,Visakhapatnam International Airport (VTZ),58.71,Petrapole ICP,876.16
Dosalapadu,Anakapalli,586429,village,GULLIPADU,4.1,ICD Raipur,427.19,Visakhapatnam Port,65.97,Visakhapatnam International Airport (VTZ),68.12,Petrapole ICP,883.29
Vakapadu,Anakapalli,586486,village,REGUPALEM,11.08,ICD Raipur,435.08,Visakhapatnam Port,46.76,Visakhapatnam International Airport (VTZ),49.58,Petrapole ICP,868.4
Pedagummuluru,Anakapalli,586491,village,NARSIPATNAM RD,1.68,ICD Raipur,430.37,Visakhapatnam Port,57.6,Visakhapatnam International Airport (VTZ),60.0,Petrapole ICP,877.05
Upparapalle,Anakapalli,586487,village,REGUPALEM,8.34,ICD Raipur,433.13,Visakhapatnam Port,48.61,Visakhapatnam International Airport (VTZ),51.29,Petrapole ICP,869.71
Batajangalapalem,Anakapalli,586050,village,THADI,7.2,ICD Bhubaneswar,396.68,Visakhapatnam Port,16.58,Visakhapatnam International Airport (VTZ),15.97,Petrapole ICP,827.61
Typuram,Anakapalli,586259,village,BAYYAVARAM,11.32,ICD Raipur,402.11,Visakhapatnam Port,35.76,Visakhapatnam International Airport (VTZ),35.8,Petrapole ICP,841.58
Machchavanipalem,Anakapalli,585857,village,BAYYAVARAM,23.25,ICD Raipur,396.68,Visakhapatnam Port,51.24,Visakhapatnam International Airport (VTZ),51.4,Petrapole ICP,852.22
Koruprolu,Anakapalli,585804,village,REGUPALEM,36.6,ICD Raipur,391.85,Visakhapatnam Port,68.75,Visakhapatnam International Airport (VTZ),69.02,Petrapole ICP,864.9
Vemulapudi,Anakapalli,585798,village,GULLIPADU,21.15,ICD Raipur,409.79,Visakhapatnam Port,66.52,Visakhapatnam International Airport (VTZ),67.78,Petrapole ICP,875.43
Iravada,Anakapalli,586390,village,THADI,9.36,ICD Bhubaneswar,410.19,Visakhapatnam Port,20.04,Visakhapatnam International Airport (VTZ),22.54,Petrapole ICP,841.25
Gobburupalem,Anakapalli,586334,village,NARASINGAPALLI,0.97,ICD Raipur,416.72,Visakhapatnam Port,35.01,Visakhapatnam International Airport (VTZ),36.63,Petrapole ICP,851.62
Ravada,Anakapalli,586166,village,THADI,9.76,ICD Bhubaneswar,408.65,Visakhapatnam Port,17.94,Visakhapatnam International Airport (VTZ),20.71,Petrapole ICP,839.72
Narasapuram,Anakapalli,586332,village,NARASINGAPALLI,2.2,ICD Raipur,417.05,Visakhapatnam Port,33.29,Visakhapatnam International Airport (VTZ),34.93,Petrapole ICP,850.25
Gundubadu,Anakapalli,585820,village,NARASINGAPALLI,19.91,ICD Raipur,401.15,Visakhapatnam Port,49.99,Visakhapatnam International Airport (VTZ),50.48,Petrapole ICP,854.76
GVMC (M Corp. + OG) (Part),Anakapalli,802947,village,DUVVADA,3.21,ICD Bhubaneswar,393.9,Visakhapatnam Port,9.78,Visakhapatnam International Airport (VTZ),9.29,Petrapole ICP,824.93
Komira,Anakapalli,585773,village,REGUPALEM,32.28,ICD Raipur,396.14,Visakhapatnam Port,66.3,Visakhapatnam International Airport (VTZ),66.78,Petrapole ICP,866.03
Ponnuruagraharam,Anakapalli,586159,village,THADI,3.36,ICD Bhubaneswar,403.39,Visakhapatnam Port,14.79,Visakhapatnam International Airport (VTZ),16.54,Petrapole ICP,834.44
Thallacheedikada,Anakapalli,585758,village,TUNI,36.53,ICD Raipur,398.01,Visakhapatnam Port,84.54,Visakhapatnam International Airport (VTZ),85.32,Petrapole ICP,883.6
Bowluvada (CT),Anakapalli,586202,village,ANAKAPALLE,4.92,ICD Bhubaneswar,404.15,Visakhapatnam Port,24.47,Visakhapatnam International Airport (VTZ),24.53,Petrapole ICP,834.96
Koduru,Anakapalli,586192,village,THADI,5.53,ICD Bhubaneswar,398.12,Visakhapatnam Port,16.34,Visakhapatnam International Airport (VTZ),16.12,Petrapole ICP,829.06
Narapadu,Anakapalli,586048,village,THADI,8.86,ICD Bhubaneswar,395.9,Visakhapatnam Port,17.9,Visakhapatnam International Airport (VTZ),16.98,Petrapole ICP,826.79
Bhogapuram,Anakapalli,586229,village,ANAKAPALLE,11.47,ICD Raipur,401.3,Visakhapatnam Port,30.23,Visakhapatnam International Airport (VTZ),29.75,Petrapole ICP,834.65
Chintagatla Agraharam,Anakapalli,586057,village,PENDURTI,5.25,ICD Bhubaneswar,388.24,Visakhapatnam Port,12.1,Visakhapatnam International Airport (VTZ),9.56,Petrapole ICP,819.24
Dondapudi,Anakapalli,585858,village,NARASINGAPALLI,25.11,ICD Raipur,396.02,Visakhapatnam Port,53.5,Visakhapatnam International Airport (VTZ),53.68,Petrapole ICP,853.86
Thimmannapalem,Anakapalli,586227,village,KASIMKOTA,11.62,ICD Raipur,401.66,Visakhapatnam Port,33.38,Visakhapatnam International Airport (VTZ),33.21,Petrapole ICP,838.6
Yerrabhupalapatnam,Anakapalli,585815,village,NARASINGAPALLI,32.76,ICD Raipur,392.59,Visakhapatnam Port,62.33,Visakhapatnam International Airport (VTZ),62.5,Petrapole ICP,859.43
Pydivada,Anakapalli,586052,village,DUVVADA,6.69,ICD Bhubaneswar,393.55,Visakhapatnam Port,13.06,Visakhapatnam International Airport (VTZ),11.99,Petrapole ICP,824.53
Kavagunta,Anakapalli,585841,village,BAYYAVARAM,25.45,ICD Raipur,389.53,Visakhapatnam Port,49.06,Visakhapatnam International Airport (VTZ),48.49,Petrapole ICP,842.81
Karrivanipalem,Anakapalli,586488,village,REGUPALEM,6.61,ICD Raipur,431.64,Visakhapatnam Port,49.44,Visakhapatnam International Airport (VTZ),52.02,Petrapole ICP,870.12
Cheedika,Anakapalli,586428,village,GULLIPADU,4.15,ICD Raipur,426.81,Visakhapatnam Port,68.07,Visakhapatnam International Airport (VTZ),70.17,Petrapole ICP,884.96
Bheemavaram,Anakapalli,586478,village,NARSIPATNAM RD,2.87,ICD Raipur,428.33,Visakhapatnam Port,54.83,Visakhapatnam International Airport (VTZ),57.14,Petrapole ICP,873.94
S.Rayavaram,Anakapalli,586481,village,REGUPALEM,5.15,ICD Raipur,430.24,Visakhapatnam Port,50.15,Visakhapatnam International Airport (VTZ),52.64,Petrapole ICP,870.38
Pedajaggampeta,Anakapalli,585737,village,TUNI,16.95,ICD Hyderabad (Sanathnagar),415.28,Visakhapatnam Port,85.59,Visakhapatnam International Airport (VTZ),87.27,Petrapole ICP,896.77
Chinagummuluru,Anakapalli,586476,village,NARSIPATNAM RD,0.88,ICD Raipur,427.87,Visakhapatnam Port,57.59,Visakhapatnam International Airport (VTZ),59.85,Petrapole ICP,876.22
Rebaka,Anakapalli,586430,village,NARSIPATNAM RD,5.42,ICD Raipur,427.65,Visakhapatnam Port,62.71,Visakhapatnam International Airport (VTZ),64.9,Petrapole ICP,880.62
Rambilli,Anakapalli,586524,village,ELLAMANCHILI,13.36,ICD Bhubaneswar,430.58,Visakhapatnam Port,39.65,Visakhapatnam International Airport (VTZ),42.61,Petrapole ICP,861.66
Penugollu,Anakapalli,586479,village,NARSIPATNAM RD,3.82,ICD Raipur,427.87,Visakhapatnam Port,53.87,Visakhapatnam International Airport (VTZ),56.18,Petrapole ICP,872.95
Zeelugulova,Anakapalli,585867,village,NARASINGAPALLI,14.31,ICD Raipur,405.52,Visakhapatnam Port,45.23,Visakhapatnam International Airport (VTZ),45.97,Petrapole ICP,853.67
Mallam Bhupathipalem,Anakapalli,586272,village,BAYYAVARAM,7.84,ICD Raipur,406.95,Visakhapatnam Port,36.48,Visakhapatnam International Airport (VTZ),37.11,Petrapole ICP,846.51
Kalapaka,Anakapalli,586168,village,THADI,10.54,ICD Bhubaneswar,404.82,Visakhapatnam Port,13.7,Visakhapatnam International Airport (VTZ),16.8,Petrapole ICP,835.91
Rachapalle,Anakapalli,586316,village,ELLAMANCHILI,12.01,ICD Raipur,412.44,Visakhapatnam Port,48.7,Visakhapatnam International Airport (VTZ),50.03,Petrapole ICP,861.36
Thimmarajupeta,Anakapalli,586382,village,KASIMKOTA,5.87,ICD Bhubaneswar,414.38,Visakhapatnam Port,26.74,Visakhapatnam International Airport (VTZ),28.57,Petrapole ICP,845.36
Khajipalem,Anakapalli,586380,village,BAYYAVARAM,5.01,ICD Bhubaneswar,415.65,Visakhapatnam Port,28.49,Visakhapatnam International Airport (VTZ),30.25,Petrapole ICP,846.6
Venkatapuram,Anakapalli,586367,village,THADI,4.41,ICD Bhubaneswar,406.47,Visakhapatnam Port,18.11,Visakhapatnam International Airport (VTZ),19.9,Petrapole ICP,837.5
Nagannadorapalem,Anakapalli,585766,village,GULLIPADU,32.49,ICD Raipur,399.14,Visakhapatnam Port,75.06,Visakhapatnam International Airport (VTZ),75.82,Petrapole ICP,876.08
Yarakampeta,Anakapalli,585777,village,NARSIPATNAM RD,28.96,ICD Raipur,401.36,Visakhapatnam Port,67.64,Visakhapatnam International Airport (VTZ),68.44,Petrapole ICP,871.04
Kondala Agraharam,Anakapalli,586298,village,REGUPALEM,17.93,ICD Raipur,408.0,Visakhapatnam Port,54.87,Visakhapatnam International Airport (VTZ),55.94,Petrapole ICP,864.1
Arabupalem,Anakapalli,586360,village,KASIMKOTA,2.94,ICD Bhubaneswar,411.96,Visakhapatnam Port,25.75,Visakhapatnam International Airport (VTZ),27.21,Petrapole ICP,842.9
Patipalle,Anakapalli,586368,village,ANAKAPALLE,5.88,ICD Bhubaneswar,408.46,Visakhapatnam Port,20.54,Visakhapatnam International Airport (VTZ),22.28,Petrapole ICP,839.47
Settipalem,Anakapalli,586306,village,NARASINGAPALLI,12.24,ICD Raipur,410.18,Visakhapatnam Port,46.01,Visakhapatnam International Airport (VTZ),47.15,Petrapole ICP,857.58
Veerabhupati Agraharam,Anakapalli,585751,village,TUNI,16.33,ICD Raipur,417.74,Visakhapatnam Port,78.73,Visakhapatnam International Airport (VTZ),80.37,Petrapole ICP,890.13
Darlapudi,Anakapalli,586477,village,NARSIPATNAM RD,3.25,ICD Raipur,425.63,Visakhapatnam Port,56.27,Visakhapatnam International Airport (VTZ),58.42,Petrapole ICP,874.25
Kalavalapalle,Anakapalli,586523,village,ELLAMANCHILI,9.99,ICD Bhubaneswar,429.7,Visakhapatnam Port,39.25,Visakhapatnam International Airport (VTZ),42.01,Petrapole ICP,860.75
Chinaboddepalle,Anakapalli,586287,village,GULLIPADU,9.37,ICD Raipur,421.98,Visakhapatnam Port,69.7,Visakhapatnam International Airport (VTZ),71.56,Petrapole ICP,884.39
Murakada,Anakapalli,586520,village,ELLAMANCHILI,7.08,ICD Raipur,428.96,Visakhapatnam Port,41.45,Visakhapatnam International Airport (VTZ),44.0,Petrapole ICP,862.2
Sarabhoopala Patnam,Anakapalli,585740,village,TUNI,18.09,ICD Hyderabad (Sanathnagar),416.8,Visakhapatnam Port,83.41,Visakhapatnam International Airport (VTZ),85.01,Petrapole ICP,893.81
Vijayarampuram Agraharam,Anakapalli,586514,village,ELLAMANCHILI,11.96,ICD Bhubaneswar,426.39,Visakhapatnam Port,35.66,Visakhapatnam International Airport (VTZ),38.51,Petrapole ICP,857.45
Regupalem,Anakapalli,586417,village,REGUPALEM,2.05,ICD Raipur,424.77,Visakhapatnam Port,46.98,Visakhapatnam International Airport (VTZ),49.18,Petrapole ICP,865.78
Panduru,Anakapalli,586294,village,NARSIPATNAM RD,6.76,ICD Raipur,422.2,Visakhapatnam Port,55.13,Visakhapatnam International Airport (VTZ),57.09,Petrapole ICP,871.88
Gangavaram,Anakapalli,586296,village,REGUPALEM,19.67,ICD Raipur,407.16,Visakhapatnam Port,57.61,Visakhapatnam International Airport (VTZ),58.66,Petrapole ICP,866.0
Karaka,Anakapalli,585780,village,GULLIPADU,29.36,ICD Raipur,402.12,Visakhapatnam Port,73.48,Visakhapatnam International Airport (VTZ),74.37,Petrapole ICP,876.7
Anukuru,Anakapalli,585897,village,BAYYAVARAM,32.03,ICD Raipur,385.96,Visakhapatnam Port,57.18,Visakhapatnam International Airport (VTZ),56.7,Petrapole ICP,847.89
Moturupalem,Anakapalli,586507,village,NARASINGAPALLI,13.17,ICD Bhubaneswar,421.56,Visakhapatnam Port,30.87,Visakhapatnam International Airport (VTZ),33.69,Petrapole ICP,852.63
Dibbapalem,Anakapalli,586401,village,ELLAMANCHILI,10.74,ICD Bhubaneswar,423.73,Visakhapatnam Port,33.45,Visakhapatnam International Airport (VTZ),36.12,Petrapole ICP,854.78
Ummalada,Anakapalli,586363,village,KASIMKOTA,2.45,ICD Bhubaneswar,409.6,Visakhapatnam Port,24.34,Visakhapatnam International Airport (VTZ),25.53,Petrapole ICP,840.53
Narsipatnam (M),Anakapalli,804064N003,village,REGUPALEM,23.94,ICD Raipur,404.79,Visakhapatnam Port,62.51,Visakhapatnam International Airport (VTZ),63.45,Petrapole ICP,868.8
Atcherla,Anakapalli,586323,village,BAYYAVARAM,6.93,ICD Raipur,410.65,Visakhapatnam Port,37.11,Visakhapatnam International Airport (VTZ),38.15,Petrapole ICP,849.81
Kondapalem Agraharam,Anakapalli,586251,village,BAYYAVARAM,16.88,ICD Raipur,397.01,Visakhapatnam Port,40.88,Visakhapatnam International Airport (VTZ),40.62,Petrapole ICP,841.89
Komallapudi,Anakapalli,586249,village,BAYYAVARAM,19.42,ICD Raipur,394.85,Visakhapatnam Port,43.46,Visakhapatnam International Airport (VTZ),43.11,Petrapole ICP,842.42
Pakirsahebpeta,Anakapalli,586224,village,ANAKAPALLE,13.53,ICD Raipur,399.51,Visakhapatnam Port,32.29,Visakhapatnam International Airport (VTZ),31.72,Petrapole ICP,834.96
Sabbavaram,Anakapalli,586042,village,PENDURTI,7.92,ICD Bhubaneswar,389.96,Visakhapatnam Port,15.37,Visakhapatnam International Airport (VTZ),13.26,Petrapole ICP,820.9
Kondapalem,Anakapalli,585830,village,ELLAMANCHILI,25.02,ICD Raipur,400.77,Visakhapatnam Port,57.09,Visakhapatnam International Airport (VTZ),57.7,Petrapole ICP,861.08
Gabbada,Anakapalli,585791,village,REGUPALEM,29.88,ICD Raipur,398.81,Visakhapatnam Port,65.44,Visakhapatnam International Airport (VTZ),66.07,Petrapole ICP,867.26
Guramdorapalem,Anakapalli,585792,village,REGUPALEM,28.45,ICD Raipur,399.45,Visakhapatnam Port,63.48,Visakhapatnam International Airport (VTZ),64.12,Petrapole ICP,865.95
