village,district,district_code,village_code,unit,nearest_rail_station,dist_rail_station_km,nearest_freight_terminal,dist_freight_terminal_km,nearest_port,dist_port_km,nearest_icd,dist_icd_km,nearest_icp,dist_icp_km,nearest_air_cargo,dist_air_cargo_km,nearest_mmlp,dist_mmlp_km,nearest_iw_terminal,dist_iw_terminal_km,nearest_fci_depot,dist_fci_depot_km
GORAHAPA,KHUNTI,365.0,375429,village,Gautamdhara,34.97,Jarangdih,87.87,Dhamra Port,279.54,ICD Ranchi,41.41,Petrapole ICP,330.57,Jay Prakash Narayan International Airport (PAT),281.62,MMLP Patna,281.18,Talcher Terminal,228.74,FCI Depot Ranchi,42.08
DUNDI,KHUNTI,365.0,375427,village,Gautamdhara,36.11,Jarangdih,89.31,Dhamra Port,279.7,ICD Ranchi,41.12,Petrapole ICP,332.32,Jay Prakash Narayan International Airport (PAT),282.11,MMLP Patna,281.7,Talcher Terminal,227.72,FCI Depot Ranchi,41.7
SERENGHATU,KHUNTI,365.0,375426,village,BALASIRING,36.09,Gua,88.54,Dhamra Port,280.38,ICD Ranchi,40.43,Petrapole ICP,334.54,Jay Prakash Narayan International Airport (PAT),282.24,MMLP Patna,281.87,Talcher Terminal,226.94,FCI Depot Ranchi,40.91
KESARIBERA,KHUNTI,365.0,375420,village,Gautamdhara,37.13,Gua,88.36,Dhamra Port,278.88,ICD Ranchi,41.94,Petrapole ICP,332.47,Jay Prakash Narayan International Airport (PAT),283.09,MMLP Patna,282.7,Talcher Terminal,226.69,FCI Depot Ranchi,42.48
SINDRI,KHUNTI,365.0,375403,village,TIRALDIH,33.56,Jarangdih,85.82,Dhamra Port,277.04,ICD Ranchi,44.55,Petrapole ICP,325.35,Jay Prakash Narayan International Airport (PAT),282.54,MMLP Kolkata,281.41,Talcher Terminal,229.58,FCI Depot Ranchi,45.41
BALAMDA,KHUNTI,365.0,375404,village,Gautamdhara,35.82,Jarangdih,88.1,Dhamra Port,277.32,ICD Ranchi,43.76,Petrapole ICP,328.31,Jay Prakash Narayan International Airport (PAT),283.25,MMLP Patna,282.78,Talcher Terminal,227.85,FCI Depot Ranchi,44.48
PISKAHATU,KHUNTI,365.0,375406,village,TIRALDIH,34.8,Jarangdih,86.69,Dhamra Port,277.16,ICD Ranchi,44.2,Petrapole ICP,326.51,Jay Prakash Narayan International Airport (PAT),282.8,MMLP Patna,282.29,Talcher Terminal,228.92,FCI Depot Ranchi,45.01
PISKATOLI,KHUNTI,365.0,375405,village,Gautamdhara,35.55,Jarangdih,87.53,Dhamra Port,276.88,ICD Ranchi,44.35,Petrapole ICP,327.14,Jay Prakash Narayan International Airport (PAT),283.33,MMLP Patna,282.84,Talcher Terminal,228.17,FCI Depot Ranchi,45.12
JARANGA,KHUNTI,365.0,375419,village,Gautamdhara,36.37,Jarangdih,89.04,Dhamra Port,277.91,ICD Ranchi,43.01,Petrapole ICP,330.03,Jay Prakash Narayan International Airport (PAT),283.24,MMLP Patna,282.8,Talcher Terminal,227.31,FCI Depot Ranchi,43.66
BERAPARA,KHUNTI,365.0,375416,village,CHAKRADHARPUR,36.1,Gua,88.56,Dhamra Port,275.65,ICD Ranchi,45.42,Petrapole ICP,327.49,Jay Prakash Narayan International Airport (PAT),284.82,MMLP Kolkata,283.01,Talcher Terminal,226.58,FCI Depot Ranchi,46.14
LODHMA,KHUNTI,365.0,374852,village,LODHMA,1.37,Shivpoor,77.65,Dhamra Port,316.89,ICD Ranchi,17.83,Petrapole ICP,366.87,Jay Prakash Narayan International Airport (PAT),256.03,MMLP Patna,256.24,Talcher Terminal,248.06,FCI Depot Ranchi,15.94
MURHU,KHUNTI,365.0,374847,village,LODHMA,2.34,Shivpoor,79.57,Dhamra Port,314.62,ICD Ranchi,17.4,Petrapole ICP,364.7,Jay Prakash Narayan International Airport (PAT),257.46,MMLP Patna,257.63,Talcher Terminal,246.72,FCI Depot Ranchi,15.69
KANSILI,KHUNTI,365.0,374859,village,LODHMA,2.08,Shivpoor,76.84,Dhamra Port,317.96,ICD Ranchi,18.42,Petrapole ICP,368.12,Jay Prakash Narayan International Airport (PAT),255.5,MMLP Patna,255.74,Talcher Terminal,248.55,FCI Depot Ranchi,16.47
LOHAGARA,KHUNTI,365.0,374854,village,LODHMA,1.85,Shivpoor,77.58,Dhamra Port,317.5,ICD Ranchi,19.52,Petrapole ICP,368.71,Jay Prakash Narayan International Airport (PAT),256.44,MMLP Patna,256.68,Talcher Terminal,247.6,FCI Depot Ranchi,17.59
TIga,KHUNTI,365.0,374853,village,LODHMA,1.01,Shivpoor,78.14,Dhamra Port,316.78,ICD Ranchi,19.21,Petrapole ICP,367.94,Jay Prakash Narayan International Airport (PAT),256.83,MMLP Patna,257.06,Talcher Terminal,247.23,FCI Depot Ranchi,17.31
JARIYA,KHUNTI,365.0,374856,village,LODHMA,3.64,Shivpoor,76.41,Dhamra Port,319.04,ICD Ranchi,20.29,Petrapole ICP,370.35,Jay Prakash Narayan International Airport (PAT),255.61,MMLP Patna,255.89,Talcher Terminal,248.41,FCI Depot Ranchi,18.28
GUYU,KHUNTI,365.0,374855,village,LODHMA,2.78,Shivpoor,77.42,Dhamra Port,317.97,ICD Ranchi,20.4,Petrapole ICP,369.75,Jay Prakash Narayan International Airport (PAT),256.52,MMLP Patna,256.79,Talcher Terminal,247.5,FCI Depot Ranchi,18.43
BARANGO,KHUNTI,365.0,374837,village,LODHMA,4.69,Shivpoor,76.24,Dhamra Port,319.58,ICD Ranchi,21.34,Petrapole ICP,371.54,Jay Prakash Narayan International Airport (PAT),255.71,MMLP Patna,256.01,Talcher Terminal,248.31,FCI Depot Ranchi,19.31
SAURA,KHUNTI,365.0,374838,village,LODHMA,4.59,Shivpoor,77.29,Dhamra Port,318.73,ICD Ranchi,22.1,Petrapole ICP,371.63,Jay Prakash Narayan International Airport (PAT),256.81,MMLP Patna,257.12,Talcher Terminal,247.2,FCI Depot Ranchi,20.09
PANDRA,KHUNTI,365.0,374836,village,LODHMA,6.46,Shivpoor,76.28,Dhamra Port,320.25,ICD Ranchi,23.22,Petrapole ICP,373.46,Jay Prakash Narayan International Airport (PAT),256.16,MMLP Patna,256.5,Talcher Terminal,247.87,FCI Depot Ranchi,21.17
KEDU,KHUNTI,365.0,374868,village,LODHMA,9.01,Shivpoor,74.74,Dhamra Port,322.48,ICD Ranchi,24.72,Petrapole ICP,375.88,Jay Prakash Narayan International Airport (PAT),255.05,MMLP Patna,255.43,Talcher Terminal,249.05,FCI Depot Ranchi,22.61
GALIONDAR,KHUNTI,365.0,374835,village,BINGAON,7.38,Shivpoor,77.02,Dhamra Port,320.05,ICD Ranchi,24.71,Petrapole ICP,374.55,Jay Prakash Narayan International Airport (PAT),257.14,MMLP Patna,257.5,Talcher Terminal,246.92,FCI Depot Ranchi,22.66
BelsIring,KHUNTI,365.0,374834,village,BINGAON,8.81,Shivpoor,76.19,Dhamra Port,321.44,ICD Ranchi,25.86,Petrapole ICP,376.25,Jay Prakash Narayan International Airport (PAT),256.6,MMLP Patna,257.0,Talcher Terminal,247.52,FCI Depot Ranchi,23.78
DUMARGARI,KHUNTI,365.0,374831,village,BINGAON,10.03,Shivpoor,76.34,Dhamra Port,322.24,ICD Ranchi,27.99,Petrapole ICP,378.4,Jay Prakash Narayan International Airport (PAT),257.11,MMLP Patna,257.55,Talcher Terminal,247.12,FCI Depot Ranchi,25.9
MANPUR,KHUNTI,365.0,374830,village,BINGAON,10.59,Shivpoor,78.37,Dhamra Port,321.48,ICD Ranchi,30.85,Petrapole ICP,380.29,Jay Prakash Narayan International Airport (PAT),259.43,MMLP Patna,259.91,Talcher Terminal,244.93,FCI Depot Ranchi,28.77
GUNGUNIAN,KHUNTI,365.0,374829,village,BINGAON,9.41,Shivpoor,78.87,Dhamra Port,320.53,ICD Ranchi,30.08,Petrapole ICP,379.14,Jay Prakash Narayan International Airport (PAT),259.78,MMLP Patna,260.24,Talcher Terminal,244.5,FCI Depot Ranchi,28.02
SETAHURU,KHUNTI,365.0,374832,village,BINGAON,8.16,Shivpoor,78.72,Dhamra Port,319.95,ICD Ranchi,28.57,Petrapole ICP,377.59,Jay Prakash Narayan International Airport (PAT),259.4,MMLP Patna,259.82,Talcher Terminal,244.79,FCI Depot Ranchi,26.52
KORKOTAKADAL,KHUNTI,365.0,374833,village,BINGAON,6.58,Shivpoor,78.96,Dhamra Port,318.91,ICD Ranchi,26.95,Petrapole ICP,375.68,Jay Prakash Narayan International Airport (PAT),259.33,MMLP Patna,259.72,Talcher Terminal,244.77,FCI Depot Ranchi,24.93
SAHILONG,KHUNTI,365.0,374827,village,BINGAON,7.47,Shivpoor,80.13,Dhamra Port,318.72,ICD Ranchi,29.28,Petrapole ICP,377.43,Jay Prakash Narayan International Airport (PAT),260.81,MMLP Patna,261.23,Talcher Terminal,243.38,FCI Depot Ranchi,27.26
CHHATA,KHUNTI,365.0,374840,village,BINGAON,5.37,Shivpoor,79.19,Dhamra Port,318.01,ICD Ranchi,25.5,Petrapole ICP,373.93,Jay Prakash Narayan International Airport (PAT),259.25,MMLP Patna,259.6,Talcher Terminal,244.8,FCI Depot Ranchi,23.51
GOSO,KHUNTI,365.0,374839,village,LODHMA,5.94,Shivpoor,77.79,Dhamra Port,318.79,ICD Ranchi,23.68,Petrapole ICP,372.96,Jay Prakash Narayan International Airport (PAT),257.62,MMLP Patna,257.95,Talcher Terminal,246.41,FCI Depot Ranchi,21.67
KURSE,KHUNTI,365.0,374841,village,BINGAON,4.95,Shivpoor,79.03,Dhamra Port,317.51,ICD Ranchi,23.87,Petrapole ICP,372.28,Jay Prakash Narayan International Airport (PAT),258.75,MMLP Patna,259.07,Talcher Terminal,245.27,FCI Depot Ranchi,21.91
BARIGARA,KHUNTI,365.0,374842,village,LODHMA,3.99,Shivpoor,78.58,Dhamra Port,317.4,ICD Ranchi,22.32,Petrapole ICP,370.94,Jay Prakash Narayan International Airport (PAT),258.0,MMLP Patna,258.29,Talcher Terminal,246.02,FCI Depot Ranchi,20.37
KACHABARI,KHUNTI,365.0,374844,village,LODHMA,3.51,Shivpoor,79.57,Dhamra Port,316.28,ICD Ranchi,22.28,Petrapole ICP,370.12,Jay Prakash Narayan International Airport (PAT),258.84,MMLP Patna,259.12,Talcher Terminal,245.18,FCI Depot Ranchi,20.38
DARANGKEL,KHUNTI,365.0,374845,village,LODHMA,1.49,Shivpoor,79.17,Dhamra Port,316.02,ICD Ranchi,20.36,Petrapole ICP,368.34,Jay Prakash Narayan International Airport (PAT),258.01,MMLP Patna,258.25,Talcher Terminal,246.03,FCI Depot Ranchi,18.49
Patra TolI,KHUNTI,365.0,374820,village,LODHMA,2.36,Shivpoor,80.06,Dhamra Port,315.35,ICD Ranchi,21.31,Petrapole ICP,368.63,Jay Prakash Narayan International Airport (PAT),259.01,MMLP Patna,259.26,Talcher Terminal,245.03,FCI Depot Ranchi,19.47
BANDU,KHUNTI,365.0,374819,village,LODHMA,2.42,Shivpoor,80.75,Dhamra Port,314.54,ICD Ranchi,21.23,Petrapole ICP,367.92,Jay Prakash Narayan International Airport (PAT),259.55,MMLP Patna,259.79,Talcher Terminal,244.5,FCI Depot Ranchi,19.43
CHANDAPARA,KHUNTI,365.0,374846,village,LODHMA,1.03,Shivpoor,79.87,Dhamra Port,315.0,ICD Ranchi,19.68,Petrapole ICP,366.98,Jay Prakash Narayan International Airport (PAT),258.4,MMLP Patna,258.61,Talcher Terminal,245.69,FCI Depot Ranchi,17.89
SIRKA,KHUNTI,365.0,374816,village,LODHMA,2.05,Shivpoor,80.76,Dhamra Port,313.85,ICD Ranchi,19.28,Petrapole ICP,365.68,Jay Prakash Narayan International Airport (PAT),258.99,MMLP Patna,259.18,Talcher Terminal,245.14,FCI Depot Ranchi,17.57
TUMNA,KHUNTI,365.0,374817,village,LODHMA,2.69,Shivpoor,81.56,Dhamra Port,313.34,ICD Ranchi,20.52,Petrapole ICP,366.32,Jay Prakash Narayan International Airport (PAT),260.0,MMLP Patna,260.21,Talcher Terminal,244.1,FCI Depot Ranchi,18.82
HESLA,KHUNTI,365.0,374818,village,LODHMA,3.59,Shivpoor,82.33,Dhamra Port,312.85,ICD Ranchi,21.66,Petrapole ICP,366.89,Jay Prakash Narayan International Airport (PAT),260.95,MMLP Patna,261.17,Talcher Terminal,243.13,FCI Depot Ranchi,19.96
BARIGARA,KHUNTI,365.0,375447,village,BALASIRING,28.1,Jarangdih,84.52,Dhamra Port,289.22,ICD Ranchi,31.6,Petrapole ICP,337.22,Jay Prakash Narayan International Airport (PAT),273.33,MMLP Patna,273.0,Talcher Terminal,235.11,FCI Depot Ranchi,32.2
GITILBERA,KHUNTI,365.0,375417,village,CHAKRADHARPUR,35.89,Gua,87.91,Dhamra Port,275.94,ICD Ranchi,45.01,Petrapole ICP,328.76,Jay Prakash Narayan International Airport (PAT),284.96,MMLP Kolkata,284.2,Talcher Terminal,226.02,FCI Depot Ranchi,45.67
PURNANAGAR,KHUNTI,365.0,375413,village,TIRALDIH,35.15,Gua,88.58,Dhamra Port,274.59,ICD Ranchi,46.63,Petrapole ICP,325.97,Jay Prakash Narayan International Airport (PAT),285.46,MMLP Kolkata,281.44,Talcher Terminal,226.47,FCI Depot Ranchi,47.39
PITUPARA,KHUNTI,365.0,375414,village,BARABAMBO,34.67,Gua,87.97,Dhamra Port,274.05,ICD Ranchi,47.13,Petrapole ICP,326.0,Jay Prakash Narayan International Airport (PAT),286.07,MMLP Kolkata,281.35,Talcher Terminal,225.85,FCI Depot Ranchi,47.87
DEWRIDIH,KHUNTI,365.0,375411,village,BARABAMBO,33.99,Gua,87.94,Dhamra Port,273.24,ICD Ranchi,48.03,Petrapole ICP,324.94,Jay Prakash Narayan International Airport (PAT),286.59,MMLP Kolkata,280.24,Talcher Terminal,225.71,FCI Depot Ranchi,48.8
KUJIAMBA,KHUNTI,365.0,375410,village,TIRALDIH,33.61,Jarangdih,88.59,Dhamra Port,273.36,ICD Ranchi,48.08,Petrapole ICP,324.12,Jay Prakash Narayan International Airport (PAT),286.19,MMLP Kolkata,279.54,Talcher Terminal,226.41,FCI Depot Ranchi,48.89
TOBLA BUSUDIH,KHUNTI,365.0,375408,village,TIRALDIH,31.86,Jarangdih,87.41,Dhamra Port,273.21,ICD Ranchi,48.56,Petrapole ICP,322.49,Netaji Subhas Chandra Bose International Airport (CCU),284.85,MMLP Kolkata,278.06,Talcher Terminal,227.38,FCI Depot Ranchi,49.44
PURTU,KHUNTI,365.0,375409,village,TIRALDIH,31.97,Jarangdih,87.91,Dhamra Port,272.63,ICD Ranchi,49.11,Petrapole ICP,322.35,Netaji Subhas Chandra Bose International Airport (CCU),284.63,MMLP Kolkata,277.82,Talcher Terminal,226.84,FCI Depot Ranchi,49.97
NORHI,KHUNTI,365.0,375407,village,TIRALDIH,32.84,Jarangdih,86.78,Dhamra Port,275.05,ICD Ranchi,46.59,Petrapole ICP,324.05,Jay Prakash Narayan International Airport (PAT),284.3,MMLP Kolkata,279.84,Talcher Terminal,228.3,FCI Depot Ranchi,47.45
RANGAMATI,KHUNTI,365.0,375412,village,TIRALDIH,34.41,Jarangdih,87.86,Dhamra Port,275.21,ICD Ranchi,46.15,Petrapole ICP,325.52,Jay Prakash Narayan International Airport (PAT),284.62,MMLP Kolkata,281.17,Talcher Terminal,227.45,FCI Depot Ranchi,46.95
KAPARIYA,KHUNTI,365.0,375399,village,CHAKRADHARPUR,32.88,Gua,85.47,Dhamra Port,272.75,ICD Ranchi,48.18,Petrapole ICP,327.44,Jay Prakash Narayan International Airport (PAT),288.02,MMLP Kolkata,282.36,Talcher Terminal,223.42,FCI Depot Ranchi,48.82
BANRIBERA,KHUNTI,365.0,375397,village,CHAKRADHARPUR,34.17,Gua,86.22,Dhamra Port,274.44,ICD Ranchi,46.44,Petrapole ICP,328.84,Jay Prakash Narayan International Airport (PAT),286.66,MMLP Kolkata,283.96,Talcher Terminal,224.3,FCI Depot Ranchi,47.06
SONPUR,KHUNTI,365.0,375418,village,CHAKRADHARPUR,34.54,Gua,85.89,Dhamra Port,275.38,ICD Ranchi,45.43,Petrapole ICP,330.63,Jay Prakash Narayan International Airport (PAT),286.29,MMLP Kolkata,285.74,Talcher Terminal,224.09,FCI Depot Ranchi,45.99
BARUBERA,KHUNTI,365.0,375396,village,CHAKRADHARPUR,33.11,Gua,84.52,Dhamra Port,274.08,ICD Ranchi,46.73,Petrapole ICP,330.55,Jay Prakash Narayan International Airport (PAT),287.72,MMLP Kolkata,285.4,Talcher Terminal,222.7,FCI Depot Ranchi,47.25
DHOBA,KHUNTI,365.0,375391,village,CHAKRADHARPUR,34.2,Gua,84.76,Dhamra Port,275.64,ICD Ranchi,45.18,Petrapole ICP,332.51,Jay Prakash Narayan International Airport (PAT),286.74,MMLP Patna,286.36,Talcher Terminal,223.06,FCI Depot Ranchi,45.64
GAMHARIA,KHUNTI,365.0,375392,village,CHAKRADHARPUR,33.26,Gua,83.85,Dhamra Port,274.78,ICD Ranchi,46.05,Petrapole ICP,332.47,Jay Prakash Narayan International Airport (PAT),287.69,MMLP Kolkata,287.25,Talcher Terminal,222.13,FCI Depot Ranchi,46.49
ArkI alias Erki,KHUNTI,365.0,375421,village,CHAKRADHARPUR,36.7,Gua,86.81,Dhamra Port,278.18,ICD Ranchi,42.63,Petrapole ICP,333.55,Jay Prakash Narayan International Airport (PAT),284.31,MMLP Patna,283.93,Talcher Terminal,225.17,FCI Depot Ranchi,43.1
LUPUNGHATU,KHUNTI,365.0,375390,village,CHAKRADHARPUR,33.86,Gua,83.64,Dhamra Port,275.76,ICD Ranchi,45.15,Petrapole ICP,334.22,Jay Prakash Narayan International Airport (PAT),287.31,MMLP Patna,286.95,Talcher Terminal,222.0,FCI Depot Ranchi,45.53
BARUHATU,KHUNTI,365.0,375425,village,BALASIRING,36.55,Gua,87.32,Dhamra Port,279.7,ICD Ranchi,41.16,Petrapole ICP,335.16,Jay Prakash Narayan International Airport (PAT),283.26,MMLP Patna,282.92,Talcher Terminal,225.74,FCI Depot Ranchi,41.58
HEMRAM,KHUNTI,365.0,375424,village,BALASIRING,35.41,Gua,87.02,Dhamra Port,280.6,ICD Ranchi,40.38,Petrapole ICP,337.01,Jay Prakash Narayan International Airport (PAT),283.03,MMLP Patna,282.71,Talcher Terminal,225.47,FCI Depot Ranchi,40.71
RUMCHU,KHUNTI,365.0,375422,village,CHAKRADHARPUR,36.85,Gua,85.65,Dhamra Port,278.97,ICD Ranchi,42.02,Petrapole ICP,336.38,Jay Prakash Narayan International Airport (PAT),284.59,MMLP Patna,284.27,Talcher Terminal,224.08,FCI Depot Ranchi,42.34
GONTURA,KHUNTI,365.0,375383,village,CHAKRADHARPUR,35.38,Gua,84.39,Dhamra Port,277.51,ICD Ranchi,43.49,Petrapole ICP,335.85,Jay Prakash Narayan International Airport (PAT),286.02,MMLP Patna,285.69,Talcher Terminal,222.81,FCI Depot Ranchi,43.81
DUNARDAGA,KHUNTI,365.0,375306,village,BINGAON,8.09,Shivpoor,91.07,Dhamra Port,304.67,ICD Ranchi,28.11,Petrapole ICP,364.81,Jay Prakash Narayan International Airport (PAT),269.56,MMLP Patna,269.74,Talcher Terminal,234.59,FCI Depot Ranchi,26.77
CHIRUHATU,KHUNTI,365.0,375307,village,BINGAON,9.58,Shivpoor,92.46,Dhamra Port,303.18,ICD Ranchi,28.88,Petrapole ICP,363.91,Jay Prakash Narayan International Airport (PAT),270.8,MMLP Patna,270.96,Talcher Terminal,233.4,FCI Depot Ranchi,27.62
REWA,KHUNTI,365.0,375308,village,BINGAON,10.1,Shivpoor,92.29,Dhamra Port,302.93,ICD Ranchi,27.93,Petrapole ICP,362.62,Jay Prakash Narayan International Airport (PAT),270.3,MMLP Patna,270.45,Talcher Terminal,233.96,FCI Depot Ranchi,26.73
MANHU,KHUNTI,365.0,375309,village,BINGAON,9.11,Shivpoor,90.55,Dhamra Port,304.4,ICD Ranchi,26.12,Petrapole ICP,362.49,Jay Prakash Narayan International Airport (PAT),268.45,MMLP Patna,268.59,Talcher Terminal,235.83,FCI Depot Ranchi,24.9
GHAGHRA,KHUNTI,365.0,375303,village,BINGAON,8.36,Shivpoor,88.94,Dhamra Port,305.81,ICD Ranchi,24.54,Petrapole ICP,362.51,Jay Prakash Narayan International Airport (PAT),266.77,MMLP Patna,266.91,Talcher Terminal,237.51,FCI Depot Ranchi,23.28
KHIJURI,KHUNTI,365.0,375310,village,BINGAON,9.61,Shivpoor,89.9,Dhamra Port,304.67,ICD Ranchi,24.79,Petrapole ICP,361.41,Jay Prakash Narayan International Airport (PAT),267.48,MMLP Patna,267.6,Talcher Terminal,236.88,FCI Depot Ranchi,23.62
KAPARIYA,KHUNTI,365.0,375311,village,BINGAON,10.34,Shivpoor,90.42,Dhamra Port,304.03,ICD Ranchi,24.92,Petrapole ICP,360.76,Jay Prakash Narayan International Airport (PAT),267.86,MMLP Patna,267.96,Talcher Terminal,236.55,FCI Depot Ranchi,23.8
